filename,unique_id,Total,chromosome,ecDNA
NCIH2170_HIGH_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_33_Merge(RGB),65,5,60
NCIH2170_TOTAL_HER2_R1_G1_2404_112_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_112_Merge(RGB),94,1,93
NCIH2170_LOW_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_73,134,4,130
NCIH2170_TOTAL_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_90,113,1,112
NCIH2170_LOW_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_21_Merge(RGB),200,0,200
NCIH2170_LOW_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_95,112,13,99
NCIH2170_LOW_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_123,150,8,142
NCIH2170_LOW_HER2_R1_G1_2404_74_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_74_Merge(RGB),67,11,56
NCIH2170_HIGH_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_102,368,35,333
NCIH2170_TOTAL_HER2_R1_G0_2501_96_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_96,279,18,261
NCIH2170_HIGH_HER2_R1_G2_24_10_31_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_31_Merge(RGB),230,9,221
NCIH2170_TOTAL_HER2_R1_G1_2404_57_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_57_Merge(RGB),327,3,324
NCIH2170_TOTAL_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_115,464,0,464
NCIH2170_LOW_HER2_R1_G2_24_10_60_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_60_Merge(RGB),245,5,240
NCIH2170_TOTAL_HER2_R1_G2_24_10_2_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_2_Merge(RGB),258,25,233
NCIH2170_TOTAL_HER2_R1_G0_2501_78_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_78,168,0,168
NCIH2170_LOW_HER2_R1_G1_2404_39_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_39_Merge(RGB),223,10,213
NCIH2170_HIGH_HER2_R1_G2_24_10_78_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_78_Merge(RGB),168,18,150
NCIH2170_TOTAL_HER2_R1_G0_2501_109B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_109B,115,6,109
NCIH2170_LOW_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_102,87,18,69
NCIH2170_TOTAL_HER2_R1_G1_2404_78_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_78_Merge(RGB),157,0,157
NCIH2170_LOW_HER2_R1_G2_24_10_25_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_25_Merge(RGB),190,5,185
NCIH2170_TOTAL_HER2_R1_G0_2501_80_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_80,282,0,282
NCIH2170_TOTAL_HER2_R1_G2_24_10_82_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_82_Merge(RGB),664,0,664
NCIH2170_TOTAL_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_28,190,0,190
NCIH2170_HIGH_HER2_R1_G1_2404_S2_29_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_29_Merge(RGB),156,3,153
NCIH2170_HIGH_HER2_R1_G1_2404_S2_118_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_118_Merge(RGB),217,10,207
NCIH2170_HIGH_HER2_R1_G1_2404_S2_43_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_43_Merge(RGB),71,15,56
NCIH2170_LOW_HER2_R1_G0_2501_54_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_54,188,0,188
NCIH2170_HIGH_HER2_R1_G2_24_10_77_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_77_Merge(RGB),150,22,128
NCIH2170_HIGH_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_102_Merge(RGB),122,12,110
NCIH2170_TOTAL_HER2_R1_G2_24_10_120_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_120_Merge(RGB),308,7,301
NCIH2170_HIGH_HER2_R1_G0_2501_100_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_100,205,14,191
NCIH2170_HIGH_HER2_R1_G2_24_10_117_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_117_Merge(RGB),121,0,121
NCIH2170_HIGH_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_59,186,9,177
NCIH2170_HIGH_HER2_R1_G1_2404_S2_68_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_68_Merge(RGB),302,37,265
NCIH2170_HIGH_HER2_R1_G0_2501_32_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_32,243,13,230
NCIH2170_LOW_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_36,206,28,178
NCIH2170_HIGH_HER2_R1_G1_2404_S2_71_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_71_Merge(RGB),266,0,266
NCIH2170_LOW_HER2_R1_G2_24_10_55_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_55_Merge(RGB),234,6,228
NCIH2170_LOW_HER2_R1_G1_2404_51_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_51_Merge(RGB),161,2,159
NCIH2170_LOW_HER2_R1_G1_2404_54_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_54_Merge(RGB),215,21,194
NCIH2170_TOTAL_HER2_R1_G2_24_10_126_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_126_Merge(RGB),95,0,95
NCIH2170_HIGH_HER2_R1_G1_2404_S2_9_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_9_Merge(RGB),276,0,276
NCIH2170_LOW_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_52,137,0,137
NCIH2170_TOTAL_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_123,96,0,96
NCIH2170_LOW_HER2_R1_G1_2404_63_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_63_Merge(RGB),123,1,122
NCIH2170_TOTAL_HER2_R1_G0_2501_27B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_27B,187,3,184
NCIH2170_LOW_HER2_R1_G0_2501_56_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_56,118,6,112
NCIH2170_TOTAL_HER2_R1_G2_24_10_127_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_127_Merge(RGB),274,0,274
NCIH2170_TOTAL_HER2_R1_G2_24_10_46_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_46_Merge(RGB),225,3,222
NCIH2170_TOTAL_HER2_R1_G2_24_10_96_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_96_Merge(RGB),510,2,508
NCIH2170_LOW_HER2_R1_G0_2501_31A_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_31A,230,2,228
NCIH2170_TOTAL_HER2_R1_G0_2501_60_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_60,127,0,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_114_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_114_Merge(RGB),243,0,243
NCIH2170_HIGH_HER2_R1_G1_2404_S2_38_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_38_Merge(RGB),156,3,153
NCIH2170_LOW_HER2_R1_G2_24_10_50_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_50_Merge(RGB),546,7,539
NCIH2170_HIGH_HER2_R1_G0_2501_33_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_33,152,21,131
NCIH2170_LOW_HER2_R1_G0_2501_80_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_80,103,1,102
NCIH2170_LOW_HER2_R1_G1_2404_68_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_68_Merge(RGB),111,19,92
NCIH2170_HIGH_HER2_R1_G2_24_10_37_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_37_Merge(RGB),406,1,405
NCIH2170_HIGH_HER2_R1_G0_2501_19_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_19,193,13,180
NCIH2170_LOW_HER2_R1_G1_2404_70_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_70_Merge(RGB),221,0,221
NCIH2170_TOTAL_HER2_R1_G0_2501_67_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_67,156,11,145
NCIH2170_TOTAL_HER2_R1_G0_2501_107B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_107B,125,0,125
NCIH2170_HIGH_HER2_R1_G2_24_10_24_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_24_Merge(RGB),321,2,319
NCIH2170_TOTAL_HER2_R1_G2_24_10_109_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_109_Merge(RGB),188,0,188
NCIH2170_HIGH_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_44,124,5,119
NCIH2170_LOW_HER2_R1_G2_24_10_47_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_47_Merge(RGB),160,4,156
NCIH2170_HIGH_HER2_R1_G2_24_10_30_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_30_Merge(RGB),333,7,326
NCIH2170_HIGH_HER2_R1_G2_24_10_53_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_53_Merge(RGB),369,1,368
NCIH2170_TOTAL_HER2_R1_G2_24_10_15_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_15_Merge(RGB),135,2,133
NCIH2170_HIGH_HER2_R1_G2_24_10_36A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_36A_Merge(RGB),338,2,336
NCIH2170_LOW_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_83,228,1,227
NCIH2170_LOW_HER2_R1_G0_2501_82_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_82,121,0,121
NCIH2170_TOTAL_HER2_R1_G1_2404_100_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_100_Merge(RGB),384,16,368
NCIH2170_TOTAL_HER2_R1_G1_2404_41_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_41_Merge(RGB),130,0,130
NCIH2170_HIGH_HER2_R1_G2_24_10_48_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_48_Merge(RGB),296,19,277
NCIH2170_TOTAL_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_104_Merge(RGB),290,0,290
NCIH2170_TOTAL_HER2_R1_G0_2501_110_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_110,205,3,202
NCIH2170_LOW_HER2_R1_G0_2501_49_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_49,146,10,136
NCIH2170_HIGH_HER2_R1_G1_2404_S2_120_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_120_Merge(RGB),368,29,339
NCIH2170_TOTAL_HER2_R1_G2_24_10_36_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_36_Merge(RGB),227,11,216
NCIH2170_TOTAL_HER2_R1_G2_24_10_61_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_61_Merge(RGB),518,0,518
NCIH2170_LOW_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_104_Merge(RGB),198,4,194
NCIH2170_HIGH_HER2_R1_G0_2501_62_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_62,146,2,144
NCIH2170_LOW_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_90,66,2,64
NCIH2170_LOW_HER2_R1_G2_24_10_7_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_7_Merge(RGB),133,7,126
NCIH2170_TOTAL_HER2_R1_G2_24_10_123_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_123_Merge(RGB),309,0,309
NCIH2170_HIGH_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_120,112,28,84
NCIH2170_LOW_HER2_R1_G1_2404_79_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_79_Merge(RGB),180,2,178
NCIH2170_LOW_HER2_R1_G2_24_10_66_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_66_Merge(RGB),139,2,137
NCIH2170_LOW_HER2_R1_G0_2501_24_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_24,111,0,111
NCIH2170_TOTAL_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_75_Merge(RGB),160,0,160
NCIH2170_LOW_HER2_R1_G1_2404_47_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_47_Merge(RGB),242,6,236
NCIH2170_LOW_HER2_R1_G2_24_10_124_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_124_Merge(RGB),172,10,162
NCIH2170_HIGH_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_130_Merge(RGB),155,4,151
NCIH2170_LOW_HER2_R1_G2_24_10_82_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_82_Merge(RGB),63,2,61
NCIH2170_LOW_HER2_R1_G0_2501_51_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_51,197,14,183
NCIH2170_LOW_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_57,123,13,110
NCIH2170_LOW_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_118,51,1,50
NCIH2170_TOTAL_HER2_R1_G2_24_10_81_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_81_Merge(RGB),130,1,129
NCIH2170_LOW_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_69,135,22,113
NCIH2170_TOTAL_HER2_R1_G1_2404_15_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_15_Merge(RGB),363,33,330
NCIH2170_LOW_HER2_R1_G0_2501_71_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_71,221,9,212
NCIH2170_TOTAL_HER2_R1_G1_2404_127_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_127_Merge(RGB),51,3,48
NCIH2170_LOW_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_92,54,1,53
NCIH2170_LOW_HER2_R1_G1_2404_36_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_36_Merge(RGB),98,14,84
NCIH2170_LOW_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_75_Merge(RGB),193,31,162
NCIH2170_LOW_HER2_R1_G0_2501_130_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_130,133,2,131
NCIH2170_TOTAL_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_95_Merge(RGB),291,0,291
NCIH2170_HIGH_HER2_R1_G2_24_10_104_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_104_Merge(RGB),193,13,180
NCIH2170_LOW_HER2_R1_G1_2404_84_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_84_Merge(RGB),332,7,325
NCIH2170_LOW_HER2_R1_G1_2404_4_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_4_Merge(RGB),82,1,81
NCIH2170_LOW_HER2_R1_G1_2404_5_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_5_Merge(RGB),79,3,76
NCIH2170_HIGH_HER2_R1_G1_2404_S2_48_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_48_Merge(RGB),261,0,261
NCIH2170_TOTAL_HER2_R1_G0_2501_81_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_81,139,0,139
NCIH2170_LOW_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_105,221,21,200
NCIH2170_HIGH_HER2_R1_G0_2501_42_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_42,215,4,211
NCIH2170_HIGH_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_57,179,3,176
NCIH2170_HIGH_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_2,212,2,210
NCIH2170_TOTAL_HER2_R1_G1_2404_82_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_82_Merge(RGB),152,0,152
NCIH2170_HIGH_HER2_R1_G0_2501_26_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_26,222,6,216
NCIH2170_TOTAL_HER2_R1_G1_2404_33_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_33_Merge(RGB),58,0,58
NCIH2170_TOTAL_HER2_R1_G1_2404_124_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_124_Merge(RGB),328,3,325
NCIH2170_LOW_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_58,184,1,183
NCIH2170_TOTAL_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_34,211,22,189
NCIH2170_HIGH_HER2_R1_G2_24_10_58_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_58_Merge(RGB),66,9,57
NCIH2170_TOTAL_HER2_R1_G2_24_10_70_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_70_Merge(RGB),247,2,245
NCIH2170_TOTAL_HER2_R1_G1_2404_36_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_36_Merge(RGB),164,5,159
NCIH2170_TOTAL_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_33_Merge(RGB),105,20,85
NCIH2170_HIGH_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_73,118,19,99
NCIH2170_HIGH_HER2_R1_G1_2404_S2_83_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_83_Merge(RGB),437,5,432
NCIH2170_HIGH_HER2_R1_G1_2404_S2_86_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_86_Merge(RGB),164,0,164
NCIH2170_TOTAL_HER2_R1_G1_2404_77_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_77_Merge(RGB),137,5,132
NCIH2170_TOTAL_HER2_R1_G1_2404_55_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_55_Merge(RGB),142,9,133
NCIH2170_HIGH_HER2_R1_G0_2501_106_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_106,200,11,189
NCIH2170_TOTAL_HER2_R1_G1_2404_29_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_29_Merge(RGB),112,0,112
NCIH2170_TOTAL_HER2_R1_G1_2404_110_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_110_Merge(RGB),125,0,125
NCIH2170_HIGH_HER2_R1_G0_2501_5_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_5,361,8,353
NCIH2170_LOW_HER2_R1_G0_2501_6_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_6,114,3,111
NCIH2170_LOW_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_115,95,3,92
NCIH2170_HIGH_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_28,437,3,434
NCIH2170_LOW_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_108,108,15,93
NCIH2170_HIGH_HER2_R1_G2_24_10_83_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_83_Merge(RGB),250,1,249
NCIH2170_HIGH_HER2_R1_G1_2404_S2_106_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_106_Merge(RGB),230,0,230
NCIH2170_LOW_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_104,172,3,169
NCIH2170_LOW_HER2_R1_G2_24_10_126_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_126_Merge(RGB),276,1,275
NCIH2170_LOW_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_4,139,7,132
NCIH2170_TOTAL_HER2_R1_G0_2501_86_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_86,300,1,299
NCIH2170_TOTAL_HER2_R1_G1_2404_28_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_28_Merge(RGB),82,2,80
NCIH2170_HIGH_HER2_R1_G0_2501_89_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_89,137,18,119
NCIH2170_HIGH_HER2_R1_G1_2404_S2_16_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_16_Merge(RGB),720,3,717
NCIH2170_LOW_HER2_R1_G2_24_10_56_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_56_Merge(RGB),59,14,45
NCIH2170_HIGH_HER2_R1_G0_2501_16_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_16,148,5,143
NCIH2170_HIGH_HER2_R1_G2_24_10_29_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_29_Merge(RGB),372,11,361
NCIH2170_LOW_HER2_R1_G1_2404_12_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_12_Merge(RGB),484,11,473
NCIH2170_TOTAL_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_41,163,17,146
NCIH2170_TOTAL_HER2_R1_G2_24_10_34_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_34_Merge(RGB),230,6,224
NCIH2170_LOW_HER2_R1_G2_24_10_127_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_127_Merge(RGB),156,2,154
NCIH2170_LOW_HER2_R1_G0_2501_81_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_81,74,0,74
NCIH2170_HIGH_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_79_Merge(RGB),97,10,87
NCIH2170_TOTAL_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_59,132,5,127
NCIH2170_LOW_HER2_R1_G0_2501_67_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_67,165,19,146
