filename,unique_id,Total,chromosome,ecDNA
NCIH2170_HIGH_HER2_R1_G1_2404_S2_88_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_88_Merge(RGB),420,2,418
NCIH2170_LOW_HER2_R1_G0_2501_40_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_40,86,5,81
NCIH2170_LOW_HER2_R1_G2_24_10_54_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_54_Merge(RGB),100,1,99
NCIH2170_HIGH_HER2_R1_G0_2501_75_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_75,148,4,144
NCIH2170_TOTAL_HER2_R1_G2_24_10_72_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_72_Merge(RGB),219,2,217
NCIH2170_TOTAL_HER2_R1_G1_2404_61_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_61_Merge(RGB),185,9,176
NCIH2170_LOW_HER2_R1_G2_24_10_99A_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_99A_Merge(RGB),166,8,158
NCIH2170_LOW_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_125,154,6,148
NCIH2170_HIGH_HER2_R1_G1_2404_S2_27_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_27_Merge(RGB),212,1,211
NCIH2170_TOTAL_HER2_R1_G2_24_10_58_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_58_Merge(RGB),169,8,161
NCIH2170_LOW_HER2_R1_G2_24_10_57B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_57B_Merge(RGB),76,4,72
NCIH2170_TOTAL_HER2_R1_G1_2404_66_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_66_Merge(RGB),58,0,58
NCIH2170_HIGH_HER2_R1_G2_24_10_66_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_66_Merge(RGB),316,63,253
NCIH2170_LOW_HER2_R1_G0_2501_39_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_39,46,2,44
NCIH2170_LOW_HER2_R1_G1_2404_6_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_6_Merge(RGB),364,0,364
NCIH2170_LOW_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_129,106,2,104
NCIH2170_LOW_HER2_R1_G1_2404_81_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_81_Merge(RGB),130,1,129
NCIH2170_LOW_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_22,124,3,121
NCIH2170_TOTAL_HER2_R1_G0_2501_56A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_56A,142,36,106
NCIH2170_HIGH_HER2_R1_G2_24_10_56_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_56_Merge(RGB),323,5,318
NCIH2170_LOW_HER2_R1_G2_24_10_107_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_107_Merge(RGB),175,1,174
NCIH2170_TOTAL_HER2_R1_G0_2501_14_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_14,156,15,141
NCIH2170_HIGH_HER2_R1_G1_2404_S2_42_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_42_Merge(RGB),166,1,165
NCIH2170_LOW_HER2_R1_G1_2404_21_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_21_Merge(RGB),55,0,55
NCIH2170_TOTAL_HER2_R1_G1_2404_74_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_74_Merge(RGB),66,2,64
NCIH2170_TOTAL_HER2_R1_G0_2501_19_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_19,126,1,125
NCIH2170_LOW_HER2_R1_G2_24_10_81_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_81_Merge(RGB),115,37,78
NCIH2170_TOTAL_HER2_R1_G0_2501_94_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_94,190,0,190
NCIH2170_TOTAL_HER2_R1_G1_2404_7_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_7_Merge(RGB),142,31,111
NCIH2170_HIGH_HER2_R1_G1_2404_S2_102_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_102_Merge(RGB),202,0,202
NCIH2170_HIGH_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_115,387,4,383
NCIH2170_TOTAL_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_104,146,0,146
NCIH2170_TOTAL_HER2_R1_G1_2404_119_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_119_Merge(RGB),60,6,54
NCIH2170_TOTAL_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_1_Merge(RGB),82,1,81
NCIH2170_TOTAL_HER2_R1_G2_24_10_116_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_116_Merge(RGB),461,0,461
NCIH2170_HIGH_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_1_Merge(RGB),230,49,181
NCIH2170_LOW_HER2_R1_G1_2404_29_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_29_Merge(RGB),53,0,53
NCIH2170_HIGH_HER2_R1_G0_2501_55_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_55,263,9,254
NCIH2170_TOTAL_HER2_R1_G1_2404_79_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_79_Merge(RGB),264,53,211
NCIH2170_TOTAL_HER2_R1_G2_24_10_63_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_63_Merge(RGB),213,0,213
NCIH2170_HIGH_HER2_R1_G0_2501_27_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_27,92,4,88
NCIH2170_HIGH_HER2_R1_G1_2404_S2_58_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_58_Merge(RGB),114,8,106
NCIH2170_TOTAL_HER2_R1_G2_24_10_52_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_52_Merge(RGB),273,0,273
NCIH2170_TOTAL_HER2_R1_G1_2404_34_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_34_Merge(RGB),89,4,85
NCIH2170_TOTAL_HER2_R1_G1_2404_54_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_54_Merge(RGB),119,14,105
NCIH2170_LOW_HER2_R1_G0_2501_21_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_21,127,16,111
NCIH2170_LOW_HER2_R1_G2_24_10_2_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_2_Merge(RGB),286,0,286
NCIH2170_LOW_HER2_R1_G2_24_10_32_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_32_Merge(RGB),355,7,348
NCIH2170_LOW_HER2_R1_G0_2501_42_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_42,129,18,111
NCIH2170_HIGH_HER2_R1_G1_2404_S2_51_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_51_Merge(RGB),260,0,260
NCIH2170_HIGH_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_65,156,5,151
NCIH2170_HIGH_HER2_R1_G1_2404_S2_70_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_70_Merge(RGB),389,8,381
NCIH2170_HIGH_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_23,343,7,336
NCIH2170_LOW_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_1_Merge(RGB),186,3,183
NCIH2170_HIGH_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_129,143,8,135
NCIH2170_TOTAL_HER2_R1_G2_24_10_12_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_12_Merge(RGB),235,6,229
NCIH2170_HIGH_HER2_R1_G1_2404_S2_66_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_66_Merge(RGB),137,2,135
NCIH2170_LOW_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_102_Merge(RGB),203,8,195
NCIH2170_TOTAL_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_129_Merge(RGB),258,1,257
NCIH2170_LOW_HER2_R1_G2_24_10_118_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_118_Merge(RGB),177,10,167
NCIH2170_TOTAL_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_1,110,1,109
NCIH2170_TOTAL_HER2_R1_G0_2501_25_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_25,88,0,88
NCIH2170_HIGH_HER2_R1_G0_2501_25_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_25,133,6,127
NCIH2170_TOTAL_HER2_R1_G0_2501_47B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_47B,73,0,73
NCIH2170_HIGH_HER2_R1_G0_2501_49_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_49,183,17,166
NCIH2170_HIGH_HER2_R1_G2_24_10_36C_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_36C_Merge(RGB),268,6,262
NCIH2170_LOW_HER2_R1_G2_24_10_15_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_15_Merge(RGB),148,0,148
NCIH2170_TOTAL_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_79_Merge(RGB),250,0,250
NCIH2170_TOTAL_HER2_R1_G2_24_10_125_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_125_Merge(RGB),470,11,459
NCIH2170_HIGH_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_1,239,2,237
NCIH2170_TOTAL_HER2_R1_G1_2404_123_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_123_Merge(RGB),219,8,211
NCIH2170_HIGH_HER2_R1_G0_2501_114_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_114,167,10,157
NCIH2170_HIGH_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_125,231,6,225
NCIH2170_HIGH_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_75_Merge(RGB),220,24,196
NCIH2170_HIGH_HER2_R1_G1_2404_S2_33_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_33_Merge(RGB),74,0,74
NCIH2170_TOTAL_HER2_R1_G1_2404_63_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_63_Merge(RGB),192,12,180
NCIH2170_TOTAL_HER2_R1_G0_2501_107A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_107A,128,27,101
NCIH2170_LOW_HER2_R1_G0_2501_74_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_74,103,9,94
NCIH2170_LOW_HER2_R1_G1_2404_73_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_73_Merge(RGB),267,6,261
NCIH2170_TOTAL_HER2_R1_G1_2404_47_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_47_Merge(RGB),190,0,190
NCIH2170_LOW_HER2_R1_G0_2501_126_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_126,128,1,127
NCIH2170_TOTAL_HER2_R1_G0_2501_55_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_55,143,0,143
NCIH2170_LOW_HER2_R1_G1_2404_19_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_19_Merge(RGB),52,0,52
NCIH2170_TOTAL_HER2_R1_G2_24_10_86_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_86_Merge(RGB),159,0,159
NCIH2170_HIGH_HER2_R1_G0_2501_37_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_37,130,9,121
NCIH2170_TOTAL_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_58,286,4,282
NCIH2170_LOW_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_99,155,19,136
NCIH2170_LOW_HER2_R1_G0_2501_35_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_35,185,16,169
NCIH2170_TOTAL_HER2_R1_G1_2404_109_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_109_Merge(RGB),158,2,156
NCIH2170_HIGH_HER2_R1_G2_24_10_110_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_110_Merge(RGB),255,1,254
NCIH2170_TOTAL_HER2_R1_G0_2501_46_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_46,198,0,198
NCIH2170_TOTAL_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_77,180,5,175
NCIH2170_LOW_HER2_R1_G0_2501_32_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_32,67,7,60
NCIH2170_LOW_HER2_R1_G2_24_10_115_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_115_Merge(RGB),182,6,176
NCIH2170_HIGH_HER2_R1_G1_2404_S2_63_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_63_Merge(RGB),95,3,92
NCIH2170_LOW_HER2_R1_G0_2501_7_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_7,54,1,53
NCIH2170_TOTAL_HER2_R1_G1_2404_49_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_49_Merge(RGB),426,0,426
NCIH2170_TOTAL_HER2_R1_G0_2501_82_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_82,132,0,132
NCIH2170_LOW_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_33_Merge(RGB),230,23,207
NCIH2170_HIGH_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_41,116,2,114
NCIH2170_HIGH_HER2_R1_G2_24_10_72_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_72_Merge(RGB),434,19,415
NCIH2170_TOTAL_HER2_R1_G0_2501_40_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_40,236,19,217
NCIH2170_HIGH_HER2_R1_G1_2404_S2_114_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_114_Merge(RGB),163,0,163
NCIH2170_HIGH_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_129_Merge(RGB),132,10,122
NCIH2170_TOTAL_HER2_R1_G1_2404_16_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_16_Merge(RGB),463,2,461
NCIH2170_HIGH_HER2_R1_G2_24_10_90_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_90_Merge(RGB),196,13,183
NCIH2170_TOTAL_HER2_R1_G1_2404_68_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_68_Merge(RGB),151,25,126
NCIH2170_LOW_HER2_R1_G0_2501_37_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_37,36,5,31
NCIH2170_TOTAL_HER2_R1_G1_2404_64_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_64_Merge(RGB),200,32,168
NCIH2170_LOW_HER2_R1_G2_24_10_105_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_105_Merge(RGB),148,36,112
NCIH2170_HIGH_HER2_R1_G1_2404_S2_117_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_117_Merge(RGB),145,26,119
NCIH2170_LOW_HER2_R1_G2_24_10_43_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_43_Merge(RGB),84,10,74
NCIH2170_TOTAL_HER2_R1_G2_24_10_80_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_80_Merge(RGB),387,2,385
NCIH2170_TOTAL_HER2_R1_G2_24_10_42_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_42_Merge(RGB),119,12,107
NCIH2170_TOTAL_HER2_R1_G1_2404_92_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_92_Merge(RGB),196,9,187
NCIH2170_TOTAL_HER2_R1_G1_2404_113_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_113_Merge(RGB),179,0,179
NCIH2170_TOTAL_HER2_R1_G0_2501_39_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_39,139,1,138
NCIH2170_HIGH_HER2_R1_G2_24_10_85_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_85_Merge(RGB),231,2,229
NCIH2170_TOTAL_HER2_R1_G2_24_10_5_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_5_Merge(RGB),181,5,176
NCIH2170_LOW_HER2_R1_G2_24_10_46_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_46_Merge(RGB),178,8,170
NCIH2170_TOTAL_HER2_R1_G0_2501_6_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_6,145,8,137
NCIH2170_HIGH_HER2_R1_G2_24_10_67_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_67_Merge(RGB),339,5,334
NCIH2170_HIGH_HER2_R1_G1_2404_S2_91_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_91_Merge(RGB),59,0,59
NCIH2170_HIGH_HER2_R1_G2_24_10_109_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_109_Merge(RGB),177,11,166
NCIH2170_LOW_HER2_R1_G0_2501_46_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_46,194,8,186
NCIH2170_TOTAL_HER2_R1_G0_2501_74_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_74,142,0,142
NCIH2170_TOTAL_HER2_R1_G0_2501_127_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_127,107,0,107
NCIH2170_HIGH_HER2_R1_G2_24_10_82B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_82B_Merge(RGB),214,4,210
NCIH2170_HIGH_HER2_R1_G0_2501_8_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_8,76,3,73
NCIH2170_TOTAL_HER2_R1_G2_24_10_30_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_30_Merge(RGB),39,5,34
NCIH2170_TOTAL_HER2_R1_G2_24_10_16_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_16_Merge(RGB),290,11,279
NCIH2170_HIGH_HER2_R1_G1_2404_S2_64_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_64_Merge(RGB),174,0,174
NCIH2170_TOTAL_HER2_R1_G2_24_10_17_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_17_Merge(RGB),114,3,111
NCIH2170_HIGH_HER2_R1_G0_2501_29_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_29,262,15,247
NCIH2170_HIGH_HER2_R1_G1_2404_S2_121_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_121_Merge(RGB),210,0,210
NCIH2170_TOTAL_HER2_R1_G1_2404_72_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_72_Merge(RGB),227,7,220
NCIH2170_LOW_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_130_Merge(RGB),142,41,101
NCIH2170_LOW_HER2_R1_G1_2404_71_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_71_Merge(RGB),111,3,108
NCIH2170_HIGH_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_44_Merge(RGB),214,6,208
NCIH2170_LOW_HER2_R1_G1_2404_26_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_26_Merge(RGB),308,25,283
NCIH2170_LOW_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_79_Merge(RGB),330,9,321
NCIH2170_LOW_HER2_R1_G2_24_10_20_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_20_Merge(RGB),640,7,633
NCIH2170_HIGH_HER2_R1_G1_2404_S2_78_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_78_Merge(RGB),109,6,103
NCIH2170_HIGH_HER2_R1_G1_2404_S2_105_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_105_Merge(RGB),304,0,304
NCIH2170_LOW_HER2_R1_G1_2404_31_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_31_Merge(RGB),64,0,64
NCIH2170_HIGH_HER2_R1_G1_2404_S2_17_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_17_Merge(RGB),67,8,59
NCIH2170_TOTAL_HER2_R1_G1_2404_93_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_93_Merge(RGB),131,1,130
NCIH2170_HIGH_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_99,218,3,215
NCIH2170_TOTAL_HER2_R1_G1_2404_116_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_116_Merge(RGB),185,0,185
NCIH2170_TOTAL_HER2_R1_G2_24_10_3_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_3_Merge(RGB),256,15,241
NCIH2170_HIGH_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_4_Merge(RGB),123,10,113
NCIH2170_HIGH_HER2_R1_G0_2501_130_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_130,133,0,133
NCIH2170_TOTAL_HER2_R1_G2_24_10_121_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_121_Merge(RGB),639,0,639
NCIH2170_HIGH_HER2_R1_G1_2404_S2_87_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_87_Merge(RGB),395,7,388
NCIH2170_LOW_HER2_R1_G0_2501_47_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_47,88,1,87
NCIH2170_LOW_HER2_R1_G0_2501_38_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_38,79,20,59
NCIH2170_HIGH_HER2_R1_G2_24_10_10_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_10_Merge(RGB),649,32,617
NCIH2170_LOW_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_4_Merge(RGB),165,0,165
NCIH2170_HIGH_HER2_R1_G1_2404_S2_39_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_39_Merge(RGB),454,76,378
NCIH2170_LOW_HER2_R1_G0_2501_110_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_110,44,5,39
NCIH2170_HIGH_HER2_R1_G2_24_10_8_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_8_Merge(RGB),648,16,632
NCIH2170_TOTAL_HER2_R1_G1_2404_122_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_122_Merge(RGB),275,29,246
NCIH2170_LOW_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_44_Merge(RGB),221,1,220
